"","groupid","elapsedtime","sex","age","health","nationality","countryofbirth","educationlevel","studentstatus","totalwords","countCorrect_neutral","countCorrect_low","countCorrect_high","countCorrect_negative","countCorrect_sum","propCorrect_neutral","propCorrect_low","propCorrect_high","propCorrect_negative","countCritical_neutral","countCritical_low","countCritical_high","countCritical_negative","countCritical_sum","propCritical_neutral","propCritical_low","propCritical_high","propCritical_negative","countIntrusion_sum","RCG_countCorrect_neutral","RCG_countCorrect_low","RCG_countCorrect_high","RCG_countCorrect_negative","RCG_countCorrect_sum","RCG_propCorrect_neutral","RCG_propCorrect_low","RCG_propCorrect_high","RCG_propCorrect_negative","RCG_propCorrect_total","RCG_countCritical_neutral","RCG_countCritical_low","RCG_countCritical_high","RCG_countCritical_negative","RCG_countCritical_sum","RCG_propCritical_neutral","RCG_propCritical_low","RCG_propCritical_high","RCG_propCritical_negative","RCG_propCritical_total","RCG_countIntrusion_neutralword","RCG_countIntrusion_lowword","RCG_countIntrusion_highword","RCG_countIntrusion_negativeword","RCG_countIntrusion_sumword","RCG_propIntrusion_neutralword","RCG_propIntrusion_lowword","RCG_propIntrusion_highword","RCG_propIntrusion_negativeword","RCG_propIntrusion_totalword","RCG_countIntrusion_neutrallure","RCG_countIntrusion_lowlure","RCG_countIntrusion_highlure","RCG_countIntrusion_negativelure","RCG_countIntrusion_sumlure","RCG_propIntrusion_neutrallure","RCG_propIntrusion_lowlure","RCG_propIntrusion_highlure","RCG_propIntrusion_negativelure","RCG_propIntrusion_totallure","RCG_countIntrusion_neutral","RCG_countIntrusion_low","RCG_countIntrusion_high","RCG_countIntrusion_negative","RCG_countIntrusion_sum","RCG_propIntrusion_neutral","RCG_propIntrusion_low","RCG_propIntrusion_high","RCG_propIntrusion_negative","RCG_propIntrusion_total","nr_MathProblems","propCorrect_Math","attentioncheck","oldresponse","CEQtotal","DEStotal","differencescorepc","propCorrectoverall","propRCGCorrectoverall","differencescoreh1","differencescoreh1b","differencescoreh1c","differencescoreh2","differencescoreh2b","differencescoreh2c","HRCorrNeu","Z_HRCorrNeu","HRCorrNeg","Z_HRCorrNeg","FAIntNeu","Z_FAIntNeu","FAIntNeg","Z_FAIntNeg","FACritNeu","Z_FACritNeu","FACritNeg","Z_FACritNeg","d_critical_neutral","d_critical_negative","d_unrelated_neutral","d_unrelated_negative","differencescoreh5","differencescoreh5b","c_critical_neutral","c_critical_negative","differencescoreh4","c_unrelated_neutral","c_unrelated_negative","differencescoreh4b","differencescoreh6","differencescoreh7"
"55",2,1360001,"Female",23,0,"South Africa","South Africa","Bachelor's Degree","Yes",36,16,7,12,19,35,0.333333333333333,0.291666666666667,0.5,0.395833333333333,0,0,1,1,1,0,0,0.5,0.25,0,11,4,5,9,20,0.916666666666667,0.666666666666667,0.833333333333333,0.75,0.833333333333333,2,1,1,2,4,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0.0833333333333334,0,0,0,0.0416666666666667,0,0,1,1,1,0,0,0.5,0.25,0.125,1,0,1,1,2,0.0625,0,0.125,0.0625,0.0625,122,0.991803278688525,1,0.40625,7,30.7142857142857,0.4375,0.364583333333333,0.84375,0.25,0,0.0625,0,0,-0.166666666666667,0.884615384615385,1.19837970230692,0.730769230769231,0.615141104595973,0.0882352941176471,-1.35170223993066,0.0882352941176471,-1.35170223993066,0.5,0,0.5,0,1.19837970230692,0.615141104595973,2.55008194223759,1.96684334452663,-0.583238597710951,-0.583238597710951,-0.599189851153462,-0.307570552297987,0.291619298855476,0.0766612688118684,0.368280567667344,0.291619298855476,0.5,0
"56",1,1355551,"Female",23,0,"United Kingdom","United Kingdom","High School Degree or equivalent","Yes",29,18,0,6,6,24,0.375,0,0.25,0.125,1,0,0,0,1,0.25,0,0,0,4,9,4,3,7,16,0.75,0.666666666666667,0.5,0.583333333333333,0.666666666666667,2,1,2,3,5,0.5,0.5,1,0.75,0.625,0,2,1,3,3,0,0.333333333333333,0.166666666666667,0.25,0.125,1,1,0,1,2,0.25,0.5,0,0.25,0.25,1,3,1,4,5,0.0625,0.375,0.125,0.25,0.15625,72,0.833333333333333,1,0.40625,8,31.7857142857143,0.4375,0.25,0.71875,-0.25,-0.25,-0.25,0.25,0,-0.166666666666667,0.730769230769231,0.615141104595973,0.576923076923077,0.194028142423926,0.0882352941176471,-1.35170223993066,0.264705882352941,-0.62890421763219,0.5,0,0.7,0.524400512708041,0.615141104595973,-0.330372370284114,1.96684334452663,0.822932360056116,-0.945513474880088,-1.14391098447052,-0.307570552297987,-0.359214327565983,-0.0516437752679967,0.368280567667344,0.217438037604132,-0.150842530063212,0,0.5
"57",1,1472279,"Female",31,1,"United Kingdom","United Kingdom","Bachelor's Degree","No",32,21,3,6,9,30,0.4375,0.125,0.25,0.1875,1,1,0,1,2,0.25,0.5,0,0.25,0,11,6,4,10,21,0.916666666666667,1,0.666666666666667,0.833333333333333,0.875,4,2,2,4,8,1,1,1,1,1,2,2,1,3,5,0.166666666666667,0.333333333333333,0.166666666666667,0.25,0.208333333333333,0,0,0,0,0,0,0,0,0,0,2,2,1,3,5,0.125,0.25,0.125,0.1875,0.15625,108,0.990740740740741,1,0.53125,4,11.4285714285714,0.875,0.3125,0.75,0,0.25,-0.25,0,0,-0.0833333333333339,0.884615384615385,1.19837970230692,0.807692307692308,0.869423773288886,0.147058823529412,-1.04913139796397,0.205882352941176,-0.82079208833238,0.9,1.2815515655446,0.9,1.2815515655446,-0.0831718632376763,-0.412127792255715,2.2475111002709,1.69021586162127,-0.328955929018038,-0.557295238649629,-1.23996563392576,-1.07548766941674,0.164477964509019,-0.0746241521714767,-0.0243158424782528,0.0503083096932239,-0.5,0
"59",1,2116103,"Female",40,0,"Zimbabwe","Zimbabwe","Bachelor's Degree","No",33,11,4,9,13,24,0.229166666666667,0.166666666666667,0.375,0.270833333333333,1,0,2,2,3,0.25,0,1,0.5,6,11,6,6,12,23,0.916666666666667,1,1,1,0.958333333333333,4,2,2,4,8,1,1,1,1,1,2,2,2,4,6,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.25,1,0,1,1,2,0.25,0,0.5,0.25,0.25,3,2,3,5,8,0.1875,0.25,0.375,0.3125,0.25,87,0.908045977011494,1,0.609375,9,20.7142857142857,0.8125,0.25,0.734375,0.25,-0.25,0.0416666666666667,0,0,0.083333333333333,0.884615384615385,1.19837970230692,0.961538461538462,1.76882503851871,0.205882352941176,-0.82079208833238,0.323529411764706,-0.457851931012495,0.9,1.2815515655446,0.9,1.2815515655446,-0.0831718632376763,0.487273472974105,2.0191717906393,2.2266769695312,0.570445336211781,0.207505178891896,-1.23996563392576,-1.52518830203165,-0.285222668105891,-0.188793806987272,-0.655486553753105,-0.466692746765833,1,0
"60",1,1287716,"Female",22,0,"United Kingdom","United Kingdom","Bachelor's Degree","Yes",19,8,0,6,6,14,0.166666666666667,0,0.25,0.125,1,0,0,0,1,0.25,0,0,0,4,8,2,5,7,15,0.666666666666667,0.333333333333333,0.833333333333333,0.583333333333333,0.625,3,1,2,3,6,0.75,0.5,1,0.75,0.75,3,1,1,2,5,0.25,0.166666666666667,0.166666666666667,0.166666666666667,0.208333333333333,1,1,0,1,2,0.25,0.5,0,0.25,0.25,4,2,1,3,7,0.25,0.25,0.125,0.1875,0.21875,136,0.970588235294118,1,0.4375,3,10.7142857142857,0.5,0.145833333333333,0.65625,-0.25,-0.25,-0.0416666666666667,0,-0.25,-0.0833333333333339,0.653846153846154,0.395725295814487,0.576923076923077,0.194028142423926,0.264705882352941,-0.62890421763219,0.205882352941176,-0.82079208833238,0.7,0.524400512708041,0.7,0.524400512708041,-0.128675216893553,-0.330372370284114,1.02462951344668,1.01482023075631,-0.201697153390561,-0.00980928269037085,-0.460062904261264,-0.359214327565983,0.100848576695281,0.116589460908851,0.313381972954227,0.196792512045376,0,0.5
"61",2,1467875,"Female",42,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",39,7,14,11,25,32,0.145833333333333,0.583333333333333,0.458333333333333,0.520833333333333,0,1,1,2,2,0,0.5,0.5,0.5,5,10,4,5,9,19,0.833333333333333,0.666666666666667,0.833333333333333,0.75,0.791666666666667,2,2,2,4,6,0.5,1,1,1,0.75,2,1,0,1,3,0.166666666666667,0.166666666666667,0,0.0833333333333333,0.125,1,0,1,1,2,0.25,0,0.5,0.25,0.25,3,1,1,2,5,0.1875,0.125,0.125,0.125,0.15625,89,0.943820224719101,1,0.46875,7,6.07142857142857,0.3125,0.333333333333333,0.75,0.5,0.5,0.375,0.5,0.5,-0.083333333333333,0.807692307692308,0.869423773288886,0.730769230769231,0.615141104595973,0.205882352941176,-0.82079208833238,0.147058823529412,-1.04913139796397,0.5,0,0.9,1.2815515655446,0.869423773288886,-0.666410460948627,1.69021586162127,1.66427250255994,-1.53583423423751,-0.0259433590613218,-0.434711886644443,-0.948346335070287,-0.513634448425844,-0.0243158424782528,0.216995146683999,0.241310989162252,0,0
"62",2,1465506,"Male",38,1,"United Kingdom","United Kingdom","Bachelor's Degree","No",26,19,2,2,4,23,0.395833333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,1,0,0,0,1,0.25,0,0,0,2,10,4,5,9,19,0.833333333333333,0.666666666666667,0.833333333333333,0.75,0.791666666666667,4,2,2,4,8,1,1,1,1,1,0,1,0,1,1,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.125,0,0.0625,0.03125,80,0.9125,1,0.4375,15,58.2142857142857,1,0.239583333333333,0.78125,-0.25,-0.25,-0.3125,0,0,-0.083333333333333,0.807692307692308,0.869423773288886,0.730769230769231,0.615141104595973,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.9,1.2815515655446,0.9,1.2815515655446,-0.412127792255715,-0.666410460948627,2.75893373362232,1.96684334452663,-0.254282668692913,-0.792090389095681,-1.07548766941674,-0.948346335070287,0.127141334346456,0.510043093522272,0.368280567667344,-0.141762525854928,0,0
"63",1,2311902,"Male",19,0,"South Africa","South Africa","High School Degree or equivalent","Yes",18,12,2,1,3,15,0.25,0.0833333333333333,0.0416666666666667,0.0625,0,0,0,0,0,0,0,0,0,3,8,2,3,5,13,0.666666666666667,0.333333333333333,0.5,0.416666666666667,0.541666666666667,2,2,1,3,5,0.5,1,0.5,0.75,0.625,2,3,2,5,7,0.166666666666667,0.5,0.333333333333333,0.416666666666667,0.291666666666667,2,1,0,1,3,0.5,0.5,0,0.25,0.375,4,4,2,6,10,0.25,0.5,0.25,0.375,0.3125,38,0.947368421052632,1,0.4375,11,16.7857142857143,0.25,0.15625,0.59375,0,0,-0.1875,0.25,0.5,-0.25,0.653846153846154,0.395725295814487,0.423076923076923,-0.194028142423926,0.264705882352941,-0.62890421763219,0.382352941176471,-0.299306910465667,0.5,0,0.7,0.524400512708041,0.395725295814487,-0.718428655131967,1.02462951344668,0.105278768041741,-1.11415395094645,-0.919350745404937,-0.197862647907244,-0.165186185142057,0.0326764627651865,0.116589460908851,0.246667526444797,0.130078065535945,0,-0.5
"64",2,1292121,"Female",21,0,"United Kingdom","United Kingdom","High School Degree or equivalent","Yes",54,22,15,7,22,44,0.458333333333333,0.625,0.291666666666667,0.458333333333333,2,1,1,2,4,0.5,0.5,0.5,0.5,6,10,6,5,11,21,0.833333333333333,1,0.833333333333333,0.916666666666667,0.875,4,2,2,4,8,1,1,1,1,1,1,1,0,1,2,0.0833333333333334,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0,1,0,1,1,0,0.5,0,0.25,0.125,1,2,0,2,3,0.0625,0.25,0,0.125,0.09375,108,0.925925925925926,1,0.5,11,15.7142857142857,0.9375,0.458333333333333,0.78125,0,0,0,0,0,0.0833333333333339,0.807692307692308,0.869423773288886,0.884615384615385,1.19837970230692,0.0882352941176471,-1.35170223993066,0.147058823529412,-1.04913139796397,0.9,1.2815515655446,0.9,1.2815515655446,-0.412127792255715,-0.0831718632376763,2.22112601321955,2.2475111002709,0.328955929018038,0.0263850870513487,-1.07548766941674,-1.23996563392576,-0.164477964509019,0.241139233320888,-0.0746241521714767,-0.315763385492364,0,0
"65",1,1213299,"Female",34,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",17,11,3,0,3,14,0.229166666666667,0.125,0,0.0625,1,1,0,1,2,0.25,0.5,0,0.25,1,9,2,3,5,14,0.75,0.333333333333333,0.5,0.416666666666667,0.583333333333333,2,1,1,2,4,0.5,0.5,0.5,0.5,0.5,2,2,2,4,6,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.25,2,0,1,1,3,0.5,0,0.5,0.25,0.375,4,2,3,5,9,0.25,0.25,0.375,0.3125,0.28125,69,0.869565217391304,1,0.421875,16,53.5714285714286,0.25,0.145833333333333,0.640625,0,0.25,-0.166666666666667,0,0,-0.333333333333333,0.730769230769231,0.615141104595973,0.423076923076923,-0.194028142423926,0.264705882352941,-0.62890421763219,0.323529411764706,-0.457851931012495,0.5,0,0.5,0,0.615141104595973,-0.194028142423926,1.24404532222816,0.263823788588569,-0.8091692470199,-0.980221533639595,-0.307570552297987,0.0970140712119631,0.40458462350995,0.00688155651810834,0.325940036718211,0.319058480200102,-0.5,0
"66",1,1464846,"Female",45,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",19,8,3,7,10,18,0.166666666666667,0.125,0.291666666666667,0.208333333333333,0,0,1,1,1,0,0,0.5,0.25,0,12,6,5,11,23,1,1,0.833333333333333,0.916666666666667,0.958333333333333,2,2,2,4,6,0.5,1,1,1,0.75,0,0,3,3,3,0,0,0.5,0.25,0.125,0,1,0,1,1,0,0.5,0,0.25,0.125,0,1,3,4,4,0,0.125,0.375,0.25,0.125,161,0.968944099378882,1,0.515625,18,51.0714285714286,0.5,0.1875,0.828125,0.25,0,0.0416666666666667,0.5,0.5,-0.083333333333333,0.961538461538462,1.76882503851871,0.884615384615385,1.19837970230692,0.0294117647058824,-1.88950996033343,0.264705882352941,-0.62890421763219,0.5,0,0.9,1.2815515655446,1.76882503851871,-0.0831718632376763,3.65833499885214,1.82728391993911,-1.85199690175638,-1.83105107891302,-0.884412519259353,-1.23996563392576,-0.35555311466641,0.0603424609073622,-0.284737742337367,-0.345080203244729,0.5,0
"67",1,1218749,"Female",18,0,"United Kingdom","United Kingdom","High School Degree or equivalent","Yes",10,8,0,1,1,9,0.166666666666667,0,0.0416666666666667,0.0208333333333333,0,1,0,1,1,0,0.5,0,0.25,0,8,4,3,7,15,0.666666666666667,0.666666666666667,0.5,0.583333333333333,0.625,1,1,0,1,2,0.25,0.5,0,0.25,0.25,4,1,2,3,7,0.333333333333333,0.166666666666667,0.333333333333333,0.25,0.291666666666667,2,0,2,2,4,0.5,0,1,0.5,0.5,6,1,4,5,11,0.375,0.125,0.5,0.3125,0.34375,74,0.864864864864865,1,0.4375,12,50,-0.125,0.09375,0.65625,0.25,0.5,-0.145833333333333,0,0.25,-0.0833333333333339,0.653846153846154,0.395725295814487,0.576923076923077,0.194028142423926,0.382352941176471,-0.299306910465667,0.323529411764706,-0.457851931012495,0.3,-0.524400512708041,0.3,-0.524400512708041,0.920125808522528,0.718428655131967,0.695032206280154,0.651880073436421,-0.201697153390561,-0.0431521328437332,0.0643376084467767,0.165186185142057,0.100848576695281,-0.0482091926744101,0.131911894294284,0.180121086968694,-0.5,-0.5
"68",1,1375645,"Male",21,0,"New Zealand","New Zealand","High School Degree or equivalent","Yes",24,10,7,7,14,24,0.208333333333333,0.291666666666667,0.291666666666667,0.291666666666667,0,0,0,0,0,0,0,0,0,0,9,5,3,8,17,0.75,0.833333333333333,0.5,0.666666666666667,0.708333333333333,3,1,1,2,5,0.75,0.5,0.5,0.5,0.625,1,0,1,1,2,0.0833333333333334,0,0.166666666666667,0.0833333333333333,0.0833333333333333,1,0,0,0,1,0.25,0,0,0,0.125,2,0,1,1,3,0.125,0,0.125,0.0625,0.09375,194,0.984536082474227,1,0.390625,3,49.2857142857143,0.625,0.25,0.765625,0,0,0.0833333333333333,-0.25,-0.25,-0.083333333333333,0.730769230769231,0.615141104595973,0.653846153846154,0.395725295814487,0.147058823529412,-1.04913139796397,0.0882352941176471,-1.35170223993066,0.7,0.524400512708041,0.5,0,0.0907405918879327,0.395725295814487,1.66427250255994,1.74742753574515,0.304984703926555,0.083155033185204,-0.569770808652007,-0.197862647907244,0.371908160744763,0.216995146683999,0.477988472058087,0.260993325374088,0,0
"69",2,1393556,"Female",45,0,"United Kingdom","United Kingdom","Master's Degree","No",45,25,6,5,11,36,0.520833333333333,0.25,0.208333333333333,0.229166666666667,2,1,2,3,5,0.5,0.5,1,0.75,4,11,5,5,10,21,0.916666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.875,4,2,2,4,8,1,1,1,1,1,0,1,1,2,2,0,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0.125,0.125,0.125,0.0625,74,0.905405405405405,1,0.484375,6,5.71428571428571,1,0.375,0.796875,0.25,0,-0.291666666666667,0,0,-0.0833333333333339,0.884615384615385,1.19837970230692,0.807692307692308,0.869423773288886,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.9,1.2815515655446,0.9,1.2815515655446,-0.0831718632376763,-0.412127792255715,3.08788966264035,1.91855517125286,-0.328955929018038,-1.1693344913875,-1.23996563392576,-1.07548766941674,0.164477964509019,0.345565129013253,0.0898538123375426,-0.25571131667571,0.5,0
"70",2,1460026,"Female",22,1,"United Kingdom","United Kingdom","High School Degree or equivalent","Yes",28,6,6,7,13,19,0.125,0.25,0.291666666666667,0.270833333333333,1,1,1,2,3,0.25,0.5,0.5,0.5,6,8,4,4,8,16,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,2,2,2,4,6,0.5,1,1,1,0.75,0,3,2,5,5,0,0.5,0.333333333333333,0.416666666666667,0.208333333333333,0,1,1,2,2,0,0.5,0.5,0.5,0.25,0,4,3,7,7,0,0.5,0.375,0.4375,0.21875,56,0.785714285714286,1,0.453125,19,46.7857142857143,0.5,0.197916666666667,0.671875,0.25,0.25,0.145833333333333,0.5,0.5,0,0.653846153846154,0.395725295814487,0.653846153846154,0.395725295814487,0.0294117647058824,-1.88950996033343,0.441176470588235,-0.147987109725839,0.5,0,0.9,1.2815515655446,0.395725295814487,-0.885826269730114,2.28523525614792,0.543712405540326,-1.2815515655446,-1.74152285060759,-0.197862647907244,-0.838638430679544,-0.6407757827723,0.746892332259471,-0.123869093044324,-0.870761425303796,0,0
"71",1,1857751,"Female",37,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",36,9,6,7,13,22,0.1875,0.25,0.291666666666667,0.270833333333333,3,1,1,2,5,0.75,0.5,0.5,0.5,9,6,3,5,8,14,0.5,0.5,0.833333333333333,0.666666666666667,0.583333333333333,2,2,2,4,6,0.5,1,1,1,0.75,2,2,1,3,5,0.166666666666667,0.333333333333333,0.166666666666667,0.25,0.208333333333333,0,2,1,3,3,0,1,0.5,0.75,0.375,2,4,2,6,8,0.125,0.5,0.25,0.375,0.25,92,0.891304347826087,1,0.4375,9,16.7857142857143,0.375,0.229166666666667,0.625,-0.25,-0.25,0.0833333333333333,0.5,0.5,0.166666666666667,0.5,0,0.653846153846154,0.395725295814487,0.147058823529412,-1.04913139796397,0.382352941176471,-0.299306910465667,0.5,0,0.9,1.2815515655446,0,-0.885826269730114,1.04913139796397,0.695032206280154,-0.885826269730114,-0.354099191683817,0,-0.838638430679544,-0.838638430679544,0.524565698981986,-0.0482091926744101,-0.572774891656396,0,0
"72",1,1354589,"Female",29,0,"Canada","Canada","Bachelor's Degree","Yes",50,21,10,11,21,42,0.4375,0.416666666666667,0.458333333333333,0.4375,2,2,2,4,6,0.5,1,1,1,2,12,6,4,10,22,1,1,0.666666666666667,0.833333333333333,0.916666666666667,2,2,2,4,6,0.5,1,1,1,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,0,0,0.125,1,0,0,0,1,0.0625,0,0,0,0.03125,112,0.9375,1,0.453125,8,8.92857142857143,0.4375,0.4375,0.859375,0.5,0.5,0,0.5,0.5,-0.166666666666667,0.961538461538462,1.76882503851871,0.807692307692308,0.869423773288886,0.0882352941176471,-1.35170223993066,0.0294117647058824,-1.88950996033343,0.5,0,0.9,1.2815515655446,1.76882503851871,-0.412127792255715,3.12052727844937,2.75893373362232,-2.18095283077442,-0.361593544827051,-0.884412519259353,-1.07548766941674,-0.191075150157391,-0.208561399294022,0.510043093522272,0.718604492816294,0,0
"73",1,1198104,"Female",20,0,"United Kingdom","Hong Kong","High School Degree or equivalent","Yes",17,6,2,2,4,10,0.125,0.0833333333333333,0.0833333333333333,0.0833333333333333,1,1,1,2,3,0.25,0.5,0.5,0.5,4,10,5,5,10,20,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,3,2,2,4,7,0.75,1,1,1,0.875,1,0,4,4,5,0.0833333333333334,0,0.666666666666667,0.333333333333333,0.208333333333333,1,0,1,1,2,0.25,0,0.5,0.25,0.25,2,0,5,5,7,0.125,0,0.625,0.3125,0.21875,90,0.944444444444444,1,0.53125,2,2.85714285714286,0.625,0.104166666666667,0.71875,0.25,0.25,-0.0416666666666667,0.25,0.25,0,0.807692307692308,0.869423773288886,0.807692307692308,0.869423773288886,0.147058823529412,-1.04913139796397,0.323529411764706,-0.457851931012495,0.7,0.524400512708041,0.9,1.2815515655446,0.345023260580845,-0.412127792255715,1.91855517125286,1.32727570430138,-0.75715105283656,-0.591279466951476,-0.696912142998463,-1.07548766941674,-0.37857552641828,0.0898538123375426,-0.205785921138196,-0.295639733475738,0,0
"74",2,1479736,"Female",35,0,"United Kingdom","United Kingdom","Less than a High School Degree","No",14,7,0,7,7,14,0.145833333333333,0,0.291666666666667,0.145833333333333,0,0,0,0,0,0,0,0,0,0,8,2,6,8,16,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,1,2,1,3,4,0.25,1,0.5,0.75,0.5,1,1,1,2,3,0.0833333333333334,0.166666666666667,0.166666666666667,0.166666666666667,0.125,0,1,0,1,1,0,0.5,0,0.25,0.125,1,2,1,3,4,0.0625,0.25,0.125,0.1875,0.125,51,0.882352941176471,1,0.375,14,7.85714285714286,0.1875,0.145833333333333,0.75,0,0,0,0.5,0.75,0,0.653846153846154,0.395725295814487,0.653846153846154,0.395725295814487,0.0882352941176471,-1.35170223993066,0.205882352941176,-0.82079208833238,0.3,-0.524400512708041,0.7,0.524400512708041,0.920125808522528,-0.128675216893553,1.74742753574515,1.21651738414687,-1.04880102541608,-0.530910151598281,0.0643376084467767,-0.460062904261264,-0.524400512708041,0.477988472058087,0.212533396258947,-0.265455075799141,0,-0.5
"75",2,1362326,"Female",35,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",34,20,4,6,10,30,0.416666666666667,0.166666666666667,0.25,0.208333333333333,1,1,1,2,3,0.25,0.5,0.5,0.5,1,9,5,6,11,20,0.75,0.833333333333333,1,0.916666666666667,0.833333333333333,3,2,2,4,7,0.75,1,1,1,0.875,0,2,2,4,4,0,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,1,1,0,1,2,0.25,0.5,0,0.25,0.25,1,3,2,5,6,0.0625,0.375,0.25,0.3125,0.1875,73,0.917808219178082,1,0.515625,19,54.6428571428571,0.6875,0.3125,0.734375,0.25,0.25,-0.208333333333333,0.25,0.25,0.166666666666667,0.730769230769231,0.615141104595973,0.884615384615385,1.19837970230692,0.0882352941176471,-1.35170223993066,0.323529411764706,-0.457851931012495,0.7,0.524400512708041,0.9,1.2815515655446,0.0907405918879327,-0.0831718632376763,1.96684334452663,1.65623163331942,-0.173912455125609,-0.310611711207215,-0.569770808652007,-1.23996563392576,-0.670194825273756,0.368280567667344,-0.370263885647215,-0.738544453314559,0,0
"76",1,1367763,"Female",28,1,"United Kingdom","United Kingdom","Bachelor's Degree","No",26,8,7,8,15,23,0.166666666666667,0.291666666666667,0.333333333333333,0.3125,0,1,1,2,2,0,0.5,0.5,0.5,1,8,6,4,10,18,0.666666666666667,1,0.666666666666667,0.833333333333333,0.75,2,2,2,4,6,0.5,1,1,1,0.75,3,1,2,3,6,0.25,0.166666666666667,0.333333333333333,0.25,0.25,1,2,1,3,4,0.25,1,0.5,0.75,0.5,4,3,3,6,10,0.25,0.375,0.375,0.375,0.3125,113,0.973451327433628,1,0.53125,8,15.7142857142857,0.25,0.239583333333333,0.65625,0.5,0.5,0.145833333333333,0.5,0.5,0.166666666666666,0.653846153846154,0.395725295814487,0.807692307692308,0.869423773288886,0.264705882352941,-0.62890421763219,0.382352941176471,-0.299306910465667,0.5,0,0.9,1.2815515655446,0.395725295814487,-0.412127792255715,1.02462951344668,1.16873068375455,-0.807853088070202,0.144101170307876,-0.197862647907244,-1.07548766941674,-0.8776250215095,0.116589460908851,-0.285058431411609,-0.401647892320461,0,0
"77",1,1460213,"Male",29,1,"United Kingdom","United Kingdom","Less than a High School Degree","No",8,8,0,0,0,8,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,6,16,0.833333333333333,0.666666666666667,0.333333333333333,0.5,0.666666666666667,3,2,2,4,7,0.75,1,1,1,0.875,0,0,3,3,3,0,0,0.5,0.25,0.125,1,0,0,0,1,0.25,0,0,0,0.125,1,0,3,3,4,0.0625,0,0.375,0.1875,0.125,64,0.921875,1,0.421875,4,7.85714285714286,0.6875,0.0833333333333333,0.703125,0,0,-0.166666666666667,0.25,0.25,-0.333333333333333,0.807692307692308,0.869423773288886,0.5,0,0.0882352941176471,-1.35170223993066,0.205882352941176,-0.82079208833238,0.7,0.524400512708041,0.9,1.2815515655446,0.345023260580845,-1.2815515655446,2.22112601321955,0.82079208833238,-1.62657482612545,-1.40033392488717,-0.696912142998463,-0.6407757827723,0.0561363602261629,0.241139233320888,0.41039604416619,0.169256810845303,0,0
"79",1,1300263,"Female",44,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",43,17,9,17,26,43,0.354166666666667,0.375,0.708333333333333,0.541666666666667,0,0,0,0,0,0,0,0,0,0,12,5,6,11,23,1,0.833333333333333,1,0.916666666666667,0.958333333333333,0,0,1,1,1,0,0,0.5,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0.978723404255319,1,0.375,6,3.21428571428571,0,0.447916666666667,0.96875,0,0,0.1875,0.25,0,-0.083333333333333,0.961538461538462,1.76882503851871,0.884615384615385,1.19837970230692,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.1,-1.2815515655446,0.3,-0.524400512708041,3.05037660406331,1.72278021501497,3.65833499885214,3.08788966264035,-1.32759638904834,-0.570445336211781,-0.243636736487053,-0.336989594799442,-0.0933528583123894,0.0603424609073622,0.345565129013253,0.285222668105891,0,0.5
